REF_DATE,DGUID,GEO,Sector,Characteristics,Indicators,UOM,SCALAR_FACTOR,VALUE
2013,2016A000246,Manitoba,Total non-profit institutions excluding governments,35 to 44 years,Average hourly wage,Dollars,units,21.44
2013,2016A000246,Manitoba,Total non-profit institutions excluding governments,45 to 54 years,Average hourly wage,Dollars,units,23.44
2013,2016A000246,Manitoba,Total non-profit institutions excluding governments,55 to 64 years,Average hourly wage,Dollars,units,23.79
2013,2016A000246,Manitoba,Total non-profit institutions excluding governments,65 years old and over,Average hourly wage,Dollars,units,19.98
2013,2016A000246,Manitoba,Non-profit institutions serving households (community organizations),15 to 24 years,Average hourly wage,Dollars,units,12.01
2013,2016A000246,Manitoba,Non-profit institutions serving households (community organizations),25 to 34 years,Average hourly wage,Dollars,units,16.93
2013,2016A000246,Manitoba,Non-profit institutions serving households (community organizations),35 to 44 years,Average hourly wage,Dollars,units,20.47
2013,2016A000246,Manitoba,Non-profit institutions serving households (community organizations),45 to 54 years,Average hourly wage,Dollars,units,22.28
2013,2016A000246,Manitoba,Non-profit institutions serving households (community organizations),55 to 64 years,Average hourly wage,Dollars,units,22.67
2013,2016A000246,Manitoba,Non-profit institutions serving households (community organizations),65 years old and over,Average hourly wage,Dollars,units,19.58
2013,2016A000246,Manitoba,Business non-profit institutions,15 to 24 years,Average hourly wage,Dollars,units,13.85
2013,2016A000246,Manitoba,Business non-profit institutions,25 to 34 years,Average hourly wage,Dollars,units,20.71
2013,2016A000246,Manitoba,Business non-profit institutions,35 to 44 years,Average hourly wage,Dollars,units,26.37
2013,2016A000246,Manitoba,Business non-profit institutions,45 to 54 years,Average hourly wage,Dollars,units,29.47
2013,2016A000246,Manitoba,Business non-profit institutions,55 to 64 years,Average hourly wage,Dollars,units,29.75
2013,2016A000246,Manitoba,Business non-profit institutions,65 years old and over,Average hourly wage,Dollars,units,22.41
2013,2016A000246,Manitoba,Government non-profit institutions,15 to 24 years,Average hourly wage,Dollars,units,15.98
2013,2016A000246,Manitoba,Government non-profit institutions,25 to 34 years,Average hourly wage,Dollars,units,23.98
2013,2016A000246,Manitoba,Government non-profit institutions,35 to 44 years,Average hourly wage,Dollars,units,27.7
2013,2016A000246,Manitoba,Government non-profit institutions,45 to 54 years,Average hourly wage,Dollars,units,28.86
2013,2016A000246,Manitoba,Government non-profit institutions,55 to 64 years,Average hourly wage,Dollars,units,30.03
2013,2016A000246,Manitoba,Government non-profit institutions,65 years old and over,Average hourly wage,Dollars,units,32.31
2013,2016A000247,Saskatchewan,Total non-profit institutions,15 to 24 years,Average hourly wage,Dollars,units,17.5
2013,2016A000247,Saskatchewan,Total non-profit institutions,25 to 34 years,Average hourly wage,Dollars,units,25.93
2013,2016A000247,Saskatchewan,Total non-profit institutions,35 to 44 years,Average hourly wage,Dollars,units,29.24
2013,2016A000247,Saskatchewan,Total non-profit institutions,45 to 54 years,Average hourly wage,Dollars,units,30.68
2013,2016A000247,Saskatchewan,Total non-profit institutions,55 to 64 years,Average hourly wage,Dollars,units,31.17
2013,2016A000247,Saskatchewan,Total non-profit institutions,65 years old and over,Average hourly wage,Dollars,units,30.41
2013,2016A000247,Saskatchewan,Total non-profit institutions excluding governments,15 to 24 years,Average hourly wage,Dollars,units,13.9
2013,2016A000247,Saskatchewan,Total non-profit institutions excluding governments,25 to 34 years,Average hourly wage,Dollars,units,19.28
2013,2016A000247,Saskatchewan,Total non-profit institutions excluding governments,35 to 44 years,Average hourly wage,Dollars,units,22.54
